Title	Content	Category	NewsType
Police nab terror suspects in Medan	"Counterterrorism squad Densus 88, with the assistance of North Sumatra Police personnel, have arrested a number of terror suspects in several locations in North Sumatra, including the provincial capital of Medan, following the church attacks in Surabaya. North Sumatra Police chief Insp. Gen. Paulus Waterpauw confirmed the arrests, including one in Tanjung Balai city on Tuesday, where security personnel shot one suspect dead and injured another for resisting arrest. Meanwhile, Densus 88 personnel arrested at least two other suspects in Medan, who were identified as 28-year-old ojek driver MYR and 38-year-old milk seller SL, on the same day. A suspect identified as W reportedly fled during an attempted arrest. All suspects have been taken to the North Sumatra Police’s Mobile Brigade headquarters and put under heavy guard of police personnel. The police, however, had yet to publish the number and names of suspects as of Wednesday evening. “We are still investigating it,” North Sumatra Police spokesman Adj. Sr. Comr. Tatan Dirsan Atmaja said. Since the suicide bombings on three churches in East Java’s Surabaya, police personnel have arrested a number of terror suspects across the country, namely 13 in East Java, two in South Sumatra’s Palembang, one in Riau’s Pekanbaru and three in Banten’s Tangerang. The police have also shot dead several others including four in Pekanbaru. "	Terrorism	Terrorism
Counter-terrorism police investigating makeshift bombs found in London flat	"HARLESDEN, Nov 22 — British counter-terrorism police were investigating two suspected improvised explosive devices discovered in an unoccupied flat in northwest London yesterday. The block of flats in Harlesden was evacuated during the operation to make the devices safe and residents have since been allowed to return, London’s Metropolitan Police said in a statement. The devices are undergoing forensic examination and the force’s Counter Terrorism Command has launched an investigation. Chief Superintendent Simon Rose called on the public to come forward with any information. “I also want to reassure the local community that we have carried out precautionary searches in the surrounding area to make sure there was nothing else of a similar nature nearby, which I’m pleased to confirm is the case,” he said. Britain is on its second-highest threat level after several attacks in 2017. "	Terrorism	Terrorism
Police officer slightly injured in Brussels knife attack	"BRUSSELS, Nov 20 — A Brussels police officer was injured in a knife attack in front of the city’s main police station early this morning, a spokeswoman said. The attack took place on the second day of a state visit to Belgium by French President Emmanuel Macron with memories of the Paris and Brussels attacks running high. An assailant stabbed the officer outside the central police station at 5:30am, police spokeswoman Ilse van de Keere told AFP. “A police officer was stabbed and slightly wounded” and taken to hospital, she said. “His colleagues retaliated by firing shots at the attacker who was subdued” but whose life is not in danger. The spokeswoman refused to confirm a local media report that the attacker had cried Allahu Akbar (God is Greatest) during the incident. Later today, Macron visits the Brussels district of Molenbeek, home of Islamic State jihadists who carried out the 2015 Paris attacks that left 130 people dead. "	Terrorism	Terrorism
Police say treating Melbourne stabbing as a terror attack	"Australian police on Friday said a deadly knife attack in Melbourne was an act of terror, revealing that the deceased suspect was originally from Somalia and was known to intelligence agencies. ""We are now treating this as a terrorism event,"" said Victoria Police Chief Commissioner Graham Ashton, adding that the suspect is ""someone that is known to us"" and had travelled to central Melbourne in a 4x4 packed with gas bottles. Ashton said the attacker -- who was shot by police and later died in custody -- was known by the authorities because of family connections and had been in Australia for decades. The counter-terrorism command has taken a lead role in the investigation. One person was killed in the attack and two others were injured. Police officers who apprehended the suspect are being treated for cuts and scrapes and are not thought to be in a serious condition. Ashton said the authorities do not see any ongoing threat related to the attack."	Terrorism	Terrorism
7 wounded including 2 British tourists in Paris knife attack	"PARIS — Seven people including two British tourists were wounded Sunday in Paris after they were attacked by a man armed with a knife and an iron bar, according to police and other sources. A source close to the inquiry said the suspect, believed to be an Afghan national, has been arrested. ""Nothing at this stage shows signs of a terrorist nature in these assaults,"" the source said, adding that the attacker had targeted ""strangers in the street"". Of the seven wounded, four are in a critical condition, police said. The incident took place just after 11:00pm (2100 GMT) on the banks of a canal in the northeast of the capital. A security guard at one of two cinemas on either side of the Bassin de la Villette, part of the Canal de l’Ourcq, said he saw a man who had already assaulted people being chased by two other men who tried to stop him. ""He had an iron bar in his hand which he threw at the men chasing him, then he took out a knife,"" he said. Another eyewitness, 28-year-old Youssef Najah, said he was walking along the canal near a bowling green when he saw a man running and holding a knife about 25-30cm long. ""There were around 20 people chasing him. They started throwing Petanque balls at him,"" Najah said, referring to the sport popular in France also known as boules. ""Around four or five balls hit him in the head, but they weren’t able to stop him,"" he added. According to the same witness, the attacker then dived into an alleyway, where the man ""tried to hide behind two British tourists. We said to them: ’Watch out, he has a knife"". But they didn’t react"". The pair were then attacked, he said. High alert A police investigation has been launched for attempted murder, according to a judicial source. It is the latest of several knife attacks France has seen in recent months, with terrorism being ruled out in most cases. On August 23, a man stabbed his mother and sister to death and seriously injured another person in a town near Paris before being shot dead by police. The motive for the violence remained unclear despite a claim by the Islamic State (IS) group that it was an attack by one of its fighters responding to the terror organisation’s propaganda. Authorities said the 36-year-old had serious mental health problems and had been on a terror watch list since 2016. That attack came days after an Afghan asylum-seeker was arrested in the town of Perigueux for a drunken rampage with a knife in which four people were wounded, one seriously. Police said investigators had ""very quickly"" dismissed a terrorist motive after the August 13 incident. And on June 17, two people were hurt in another southern town when a woman shouting ""Allahu akbar"" (God is greatest) attacked them in a supermarket with a boxcutter knife. France has been on high alert following a string of jihadist attacks in recent years, often by people who have become radicalised or claim to have acted in the name of the IS group. More than 240 people have been killed by Islamic extremists since a massacre at the Charlie Hebdo satirical magazine in Paris in January 2015."	Terrorism	Terrorism
Spanish police treat attempted knife attack as terrorist act	"MADRID: A man, wielding a knife and uttering the word ""Allah"" lunged at an officer in a police station near Barcelona, Spain, on Monday in what police said was a terrorist act, and was shot dead. Police said the man entered the station in Cornella, in the northeastern region of Catalonia, shortly before 0400 GMT, seeking information. He then leapt towards a female officer, brandishing a large knife, they said. The attacker, identified only as living in Cornella, was shot dead. ""The officer can only remember that he used the word Allah, the other words were incomprehensible,"" regional investigating police chief Rafel Comas told a news conference. ""On this evidence, for the moment, we are treating it as a terrorist attack."" The Arabic phrase ""Allahu akbar"" (God is greatest) has often been used by jihadist attackers. The attacker ""wanted to die himself"", police added on Twitter. Comas did not confirm Spanish media reports that he was a 29-year-old Algerian, saying only that he had been in the country ""for years"". Forensic investigators and officers with dogs later searched the attacker's house in Cornella, evacuating neighbouring houses as a precaution. ""With the information that we have right now we can say that it was an isolated event that targeted the police,"" Catalan interior minister Miquel Buch said at a news conference when he was asked whether the attacker was part of a terrorist cell. Buch added the situation had been dealt with. Spain would maintain its security alert at level 4, one notch below the maximum level which signals an attack is imminent. Last Friday, Barcelona commemorated the first anniversary of an Islamist assault in which a young man drove a van down a busy central boulevard, killing 14 people and injuring over 100 in Spain's worst attack in more than a decade. Separately on Monday, three people were injured when a car mounted a pavement in the northern town of Casetas, in what a government spokeswoman later said was being treated as an accident. The two occupants of the car fled the scene and were later detained."	Terrorism	Terrorism
UK police hunt object that poisoned couple with nerve agent	"SALISBURY, July 6 — Police today raced to find the object that contaminated a British couple with the Soviet-made Novichok nerve agent in southwestern England where a former Russian spy was poisoned with the same toxin four months ago. Dawn Sturgess, 44, and Charlie Rowley, 45, fell ill on Saturday in Amesbury, a small town near the city of Salisbury where Sergei Skripal and his daughter Yulia collapsed on March 4, spreading fear once again among locals. Police said they had established that the couple, who remain in a critical condition in hospital, were exposed to the nerve agent after “handling a contaminated item.” They also did not rule out the possibility of more people coming into contact with the poison, which they suspect may have been left over from the attempted murder on the Skripals, although police have yet to determine whether it was the same batch. “It is rather scary,” local resident Geoffrey, 66, told AFP, as he walked by the canal. “It is an agent, it is not a gun or a knife that you can find and dispose of. It is something different, it could be on that bench... it makes me worried.” Dentist Jane Turner, 57, said she was concerned about children who “can pick things up without even thinking”. London blames Russia for the Skripal attack, with interior minister Sajid Javid on Thursday accusing Moscow of using Britain as a “dumping ground for poison”. “It is now time that the Russian state comes forward and explains exactly what has gone on,” Javid told parliament. “It is completely unacceptable for our people to be either deliberate or accidental targets, or for our streets, our parks, our towns to be dumping grounds for poison.” But Russia quickly hit back, denouncing Britain for playing “dirty political games”, trying to “muddy the waters” and “frighten its own citizens”. “We urge British law enforcement not to get involved in dirty political games,” foreign ministry spokeswoman Maria Zakharova told reporters. “This government and its representatives will have to apologise to Russia and the international community,” she said. Kremlin spokesman Dmitry Peskov described the case as “very worrying” but said Russia had no information “about what substances were used and how they were used”. The Skripal incident triggered a major diplomatic crisis, leading to Britain and its allies withdrawing diplomatic staff from Moscow and tit-for-tat expulsions by Russia. Novichok is a military-grade nerve agent developed by the Soviet Union during the Cold War. A government scientist told the BBC yesterday that the agent can be degraded by water and sunlight, meaning it was unlikely the contamination took place in the open, and said that it was so toxic that it could pass through the skin. Police declared a major incident on Wednesday after Sturgess and then Rowley collapsed on Saturday. They initially suspected that the couple had consumed a contaminated batch of illegal drugs, saying they had found “paraphernalia” in the house, but tests at nearby defence laboratory Porton Down revealed they had been exposed to Novichok. A friend of Rowley’s told AFP that he was a drug user and Sturgess lived in a homeless hostel in Salisbury. Around 100 counter-terror detectives are now working alongside police on the investigation, with officers in protective equipment and police tape once again visible on the quiet streets of Salisbury. Several sites in the city and nearby Amesbury that were visited by the couple have been cordoned off, including a park and Sturgess’s homeless hostel in Salisbury, as well as a pharmacy, church and the house in Amesbury where they fell ill. Officials said there was only a “low risk” to the wider public, but urged anyone who had visited the affected sites to wash their clothes and wipe down personal items. The Novichok used in March was believed to have been smeared on the Skripal’s front door. Police said there was no evidence the latest victims had visited any of the sites linked to the Skripals, which have since been decontaminated. Sam Hobson, a friend of the couple, said he had visited Salisbury with them the day before they fell ill. Hobson said he went to Rowley’s house on Saturday as Sturgess was being taken to hospital and stayed with him for several hours until he too began to complain of feeling ill. “He was sweating loads, dribbling, and you couldn’t speak to him,” Hobson said. “It’s like he was in another world, hallucinating.” "	Terrorism	Terrorism
"Police shoot knife-wielding man at Berlin Cathedral, 'terror' ruled out"	"BERLIN: Police shot and wounded a knife-wielding man inside Berlin's main cathedral on Sunday (Jun 3) but said there was no indication the assailant had a ""terrorist"" motive. The man with the knife, a 53-year-old Austrian, was ""yelling and causing damage"" before being shot in the leg shortly after 4.00 pm (8.00pm Singapore time), police said in a statement. When the incident began, about 100 people were evacuated from the landmark Berlin Cathedral in the heart of the German capital. When officers arrived they urged the man to put down the knife and tried to neutralise him with irritant gas, to no success, police said. Finally, they faced the assailant near the altar of the cathedral, and ""the man was wounded in the leg by a shot from a policeman,"" a spokesman said. The man was hospitalised and underwent surgery, the spokesman added. A policeman was also slightly injured by a ricocheting bullet from another officer, but was able to leave the hospital in the evening. Witnesses told local media that the man appeared ""very confused"". ""Based on what we know so far, we have no information that the suspect in any way had a terrorist or Islamist motive,"" a police spokesman said. The iron-domed Protestant cathedral, one of the city's top tourist attractions, is on Museum Island off east Berlin's main Unter den Linden boulevard and close to the Alexanderplatz shopping district. An AFP reporter said the entrances to the church were blocked off with red-and-white police tape and several officers with automatic weapons were patrolling the scene. DPA news agency said some witnesses were taken away to receive psychological counselling. The shooting comes with authorities in a state of high alert for militant attacks after several assaults claimed by the Islamic State group in the country. Like other European nations, Germany remains a target for Islamist militant groups, in particular because of its involvement in the coalition fighting IS in Iraq and Syria, and its deployment in Afghanistan since 2001. In the worst militant attack in the country to date, Tunisian asylum seeker Anis Amri rammed a truck into crowds at a Berlin Christmas market in December 2016, killing 12. The assault occurred in the shadow of the Kaiser Wilhelm Memorial Church, a war-damaged landmark in the west of the capital. A court in March sentenced a 26-year-old Palestinian asylum seeker to life in prison for killing one and wounding six others with a knife in a Hamburg supermarket out of a ""jihadist"" motive last July. In April, Berlin police briefly detained six men amid fears of an attack on the city's half marathon, which drew 36,000 runners. But they were released when searches of their homes and vehicles netted no weapons, explosives or other evidence. The same weekend, a German driver in the western city of Muenster ploughed a van into an open-air restaurant, killing two people. The driver later shot himself and investigators cited mental health problems, not a political motive, as being behind the attack. Germany's security services estimate there are around 10,000 Islamic radicals in Germany, some 1,600 of whom are suspected of being potentially violent. Political opponents of Chancellor Angela Merkel, including the far-right AfD party, have charged that the security situation has worsened with the arrival of more than one million migrants and refugees since 2015, many from African and Middle Eastern conflict hotspots."	Terrorism	Terrorism
German police arrest three Iraqis suspected of planning attack	"BERLIN, Jan 30 — German police arrested three Iraqi citizens on suspicion they were planning an Islamist-motivated attack, the federal prosecutor’s office said today. “According to the findings to date, the suspects had not yet selected a specific target for their attack,” the federal prosecutor’s office said in a statement."	Terrorism	Terrorism
"Finland knife attacker was fully aware of his actions, according to psychiatric assessment"	"HELSINKI, March 9 — A Moroccan man charged with two murders and eight attempted murders “with terrorist intent” was criminally responsible for his knife attacks in Finland last August, a psychiatric assessment showed yesterday. The trial of Abderrahman Bouanane, who was 22 at the time at the attacks, is due to begin in the city of Turku later this month. The state prosecutor has demanded a life sentence for him if the court rules he was fully aware of his actions. Bouanane has admitted the attacks but has denied that his motive was terrorism. The police have concluded that he was a “lone wolf” who saw himself as a soldier for the Islamic State militant group. ISIS did not take responsibility for the act. Bouanane arrived in Finland in 2016, lived in a reception centre in Turku and had been denied asylum. It is the Nordic country’s first terrorism-related attack. A life sentence in Finland means at least 12 years in prison."	Terrorism	Terrorism
Belgium police open fire on attacker with knife	" BRUSSELS, Jan 24 — Railway security opened fire yesterday on a man who threatened them with a knife at a train station in the Belgian city of Ghent, Belgian media said. RTBF television said the man’s condition was not immediately known following the incident whose circumstances and possible motive remained unclear. Belgium lowered its terror threat level Monday after three years of high alert that included the March 2016 Brussels suicide bombings, but soldiers continued to guard key sites. The federal prosecutor’s office which handles terrorism cases told AFP the incident “was not a case for the federal prosecutor at this stage, but it could be one later”."	Terrorism	Terrorism
Dutch intelligence thwart four terror plots since 2011	"THE HAGUE, Jan 11 — Dutch security forces have thwarted four planned terror attacks in the Netherlands since late 2011, the country’s intelligence agency said today. The country’s top spy chief, Rob Bertholee, told the NOS broadcaster late yesterday that he could say his service had recently foiled “two to three” attacks, but then agreed that since he took up his post in December 2011 the force had averted three to four terror-related plots. A spokesman for the intelligence and security agency AIVD told AFP it was four plots that had been uncovered in the past few years. “It is of course an issue of definition,” added spokesman Hilbert Bredemeijer. Bertholee told NOS he could “dare to say that we have prevented an attack,” mentioning the case of a Dutch citizen jailed for four years in November for preparing a terror strike. The man was arrested in 2016, after police discovered an assault rifle and a large amount of fireworks in his Rotterdam apartment. Asked by NOS how many plots had been detected, Bertholee said “recently there have been two or three which I cannot divulge because some of them are still being dealt with and are still before the courts”. He said sometimes it was only “with hindsight” that it was possible to say whether an arrest had been terror-related. The Netherlands has so far been spared from the assaults by Islamic jihadists which have rocked its neighbours in recent years, including France, Belgium and Britain. But amid a number of scares, and reports that people linked to some of those attacks may have crossed briefly into the country, Dutch security and intelligence officials have been on high alert. “The main thing which is complicated here is that we are obviously investigating something which may happen,” Bertholee added in the extract of his interview. The full interview will be broadcast on NOS on January 21. On Christmas Eve, Dutch police arrested four men including a Swedish citizen on suspicion of being involved in terror-related activities. In another scare, Dutch military police shot and wounded a man armed with a knife at Amsterdam’s Schiphol airport causing panic among travellers in mid-December. But the authorities said the man was “confused” and the incident was not terror-related."	Terrorism	Terrorism
Knife-wielding man attacks police in Jambi	" A man attacked personnel at a police station in Muarojambi regency in Jambi on Tuesday. Two policemen, identified as Adj. Second Insp. Manalu and Chief Brig. Sangab Tinambunan, were wounded in the attack. The attack took place at 2 p.m. when a man riding a motorcycle parked his vehicle in front of the Marosebo Police station, vandalized a police car and attacked the officers. The attacker, identified as SD, 34, is now being interrogated, Jambi Police chief Brig. Gen. Muchlis AS said. The police suspected that other people might have assisted SD in carrying out the attack, but the police have yet to conclude if the attack was terror related. "	Terrorism	Terrorism
Three arrested over alleged Melbourne terror plot	"MELBOURNE — Three men who allegedly plotted ""chilling"" terror attacks in Melbourne were arrested early Tuesday, less than two weeks after a stabbing rampage inspired by the Islamic State group left two dead in Australia’s second city, police said. The trio, all Australian nationals of Turkish descent, were detained by counter-terror police in overnight raids as they escalated preparations to attack crowded areas of Melbourne, according to police. The men were ""certainly inspired by ISIS"", the Islamic State group, but had no known links to a specific organisation, Chief Commissioner Graham Ashton said. The three, who were not named but included two brothers, had been under investigation since March but had become ""more energised"" since the IS-inspired stabbing attack in Melbourne on November 9, Ashton said. The men had sought to purchase semi-automatic .22 calibre rifles and police were concerned they could target upcoming Christmas season events that will see huge crowds gathering in the city. ""There was a view towards a crowded place, a place where maximum people would be attending, to be able to kill, we allege, as maximum an amount of people as possible,"" Ashton told reporters. The group had not yet picked a specific target or time for the attack, and Ashton added that police were confident Tuesday’s arrests had ""neutralised any threat to the... community from this group"". In the November 9 attack, a Somali-born Australian, Hassan Khalif Shire Ali, stabbed and killed one man and wounded two others in a central shopping area before being shot dead by police. Coincidentally, the victim of that attack, Sisto Malaspina, 74, was honoured by a state funeral in Melbourne on Tuesday. Hundreds of Melbournians and dignitaries attended a service at Melbourne’s St Patrick’s Cathedral to bid farewell to Malaspina, the beloved owner of a local Italian cafe and a well-known figure on the city’s vibrant restaurant scene. The three arrested men were aged 30, 26 and 21, and will be charged in a Melbourne court later in the day with terrorism-related offences that carry a potential penalty of life in prison, police said. ""If we had not acted early in preventing this attack, we’ll allege the consequences would have been chilling, with... a potential significant loss of human life,"" said Ian Mccartney, a federal counter-terror police spokesman. Australian police have charged 90 people in relation to 40 counter-terrorism investigations since 2014, when the country’s terror alert level was raised to ""probable"". Melbourne has been the target for a number of attacks and plots. In addition to the November 9 knife rampage, a 28-year-old man was convicted on six counts of murder last week for mowing down dozens of people in the same street in January 2017, and another man is in jail awaiting trial for a plot to cause mass casualties in the city’s Federation Square. Shire Ali, like the three men arrested Tuesday, had his passport cancelled to keep him from joining ISIS in the Mideast, and Ashton said this may have led to their actions at home. ""Unfortunately, the ISIS propaganda machine and that of al-Qaeda promotes this type of activity so when people are prevented from travelling or it’s difficult to get to the conflict zone, often the view will be to change tack and commit an act in the country in which they live,"" he said. Police said the probe which led to Tuesday’s arrests had been complicated by their use of encrypted messaging applications, an element certain to fuel debate about government attempts to force device makers and telecom companies to grant access to the applications. "	Terrorism	Terrorism
Terror attacker was ‘inspired by Islamic State’	"Sydney?A Somali-born Australian who went on a deadly knife rampage in the country’s second-largest city of Melbourne was inspired by Islamic State but did not have a direct link to the jihadist group, the government said Sunday. Hassan Khalif Shire Ali stabbed to death well-known local cafe co-owner Sisto Malaspina and injured two other men in Bourke Street in the heart of Melbourne on Friday afternoon before he was shot and killed by police. The 30-year-old had gone to the bustling city in a utility vehicle filled with gas cylinders before setting it alight. Islamic State said via its propaganda arm that Shire Ali was an “Islamic State fighter and carried out the operation”, but provided no evidence to back its claim. “In relation to his connections with ISIL (another name for IS) or with any terrorist group... there’s not, as I’m advised, a membership of an organization or a definite link to ISIL,” Home Affairs Minister Peter Dutton told reporters in Brisbane. “The working theory is at the moment a case where this person has been downloading information or receiving messages in his own mind about what he should be doing. It’s inspired as opposed to affiliation or membership.” Shire Ali, known to the Australian Security Intelligence Organization (ASIO), had his passport revoked in 2015 on fears he was trying to travel to Syria to join IS. But he was also assessed by authorities as not being a domestic threat. Dutton defended the actions of ASIO, saying they had more than 400 investigations and people of interest to monitor.“Police did not have intelligence in relation to this person that he was about to commit an act,” he added. “The fact is that many people, particularly where there is a low level of sophistication, where you have someone who can grab a knife from a kitchen drawer... it is impossible for authorities to cover every one of those circumstances.” Dutton’s comments came as Melbourne’s Herald Sun reported Sunday that Shire Ali had drug and alcohol problems, and had split from his wife and become distanced from his family. Melbourne’s The Age raised questions about his mental health, quoting a local imam as saying Shire Ali told him he was being “chased by unseen people with spears”. Meanwhile more than Aus$50,000 (US$36,000) has been raised on GoFundMe for a bystander dubbed “trolley man”, who was hailed as a hero for trying to stop Shire Ali by knocking him over with a shopping cart. The man, named in local media as Michael Rogers, is homeless according to the GoFundMe page creators. Authorities say more than a dozen terrorist attacks have been prevented in recent years, but several have taken place, including a cafe siege in Sydney in 2014 where two hostages were killed. Shire Ali’s brother will go on trial next year on separate terror-related charges?accused of trying to acquire a firearm and kill people in a New Years’ Eve crowd."	Terrorism	Terrorism
"Melbourne knife attacker inspired by Islamic State, police say"	"MELBOURNE: A Somali-born man who set fire to a truck laden with gas cylinders in the centre of Melbourne and fatally stabbed one person was inspired by Islamic State but did not have direct links with the group, Australian police said on Saturday. Police identified the man responsible for Friday's attack as 30-year-old Hassan Khalif Shire Ali and said he was radicalised and inspired by the militant group's propaganda. He was shot by police and died in hospital. Police said Shire Ali's Australian passport was cancelled in 2015 after an intelligence report he planned to travel to Syria, but an assessment was made that while he had radical views, he posed no threat to national security. Islamic State had claimed responsibility for the attack, which came two days before Remembrance Day, marking 100 years since the end of World War One, without providing any evidence. ""I think it is fair to say he (Shire Ali) was inspired. He was radicalised,"" Australian Federal Police Acting Deputy Commissioner Ian McCartney told reporters in Melbourne. ""We're not saying there was direct contact. We're saying it was more from an inspiration perspective."" Prime Minister Scott Morrison said the national terrorism advisory remained at ""probable"", the midpoint of a five-tier system, and told reporters in Sydney that radical Islam was the issue. ""I need to call it out. Radical, violent, extremist Islam that opposes our very way of life. I am the first to protect religious freedom in this country, but that also means I must be the first to call out religious extremism,"" he said. Friday's attack began just before the evening rush hour and lasted only minutes. Shire Ali stabbed bystanders and attacked police while his utility truck carrying barbecue gas cylinders burned on busy Bourke Street, (https://tmsnrt.rs/2Qu5stX) The cylinders did not explode and the fire was put out in 10 minutes, by which point the attack was over, though not before one man was fatally stabbed. Police said he was a 74-year-old man who worked in the city, but did not release his name. Local media identified him as a restaurant owner. ""This shouldn't happen in a city like Melbourne,"" one witness who had returned to the scene on Saturday told Reuters, crying. ""I just want to forget it,"" she said. Video posted to Twitter and broadcast on television showed Shire Ali swinging a knife at two police officers, while the truck burned in the background, before he collapsed when one shot him in the chest. Victoria state police said counter-terrorism investigators were searching two properties in suburban Melbourne in connection with the attack, but there was no immediate word on what the searches yielded. At one, a modest one-storey brick house on the city's western fringe, armed officers wearing masks stood guard outside. Bourke Street also reopened on Saturday morning, and a Reuters reporter said there was an increased police presence in the area. A staunch U.S. ally, Australia has been on alert for such violence after a Sydney cafe siege in 2014, and its intelligence agencies have stepped up scrutiny. Victoria Police Commissioner Graham Ashton said there was no warning of the latest attack. He said there was no longer a threat to the public, but that security would be boosted at horse races and Remembrance Day memorials over the weekend. Authorities say Australia's vigilance has helped foil at least a dozen plots, including a plan to attack Melbourne at Christmas in 2016 and a plan to blow up a flight from Sydney to Abu Dhabi using a bomb disguised as a meat mincer. Two hostages were killed during the 17-hour Sydney cafe siege by a ""lone wolf"" gunman who was inspired by Islamic State militants."	Terrorism	Terrorism
Paris knife attacker ‘born in Chechnya’	" PARIS?A knife-wielding man who killed a man and wounded four other people in a suspected terror attack in central Paris was born in Chechnya and his parents have been taken into custody, a judicial source said on Sunday. The young Frenchman, born in 1997 in the southern Russian republic according to the source, was shot dead by police after carrying out the assault on Saturday evening near the city’s main opera house. “He had no judicial record,” the judicial source told AFP. “[The attacker] is French, born in Chechnya in 1997. His father and mother were placed in custody Sunday morning.” Witnesses said they heard the attacker shout “Allahu akbar” (God is great) as Parisians fled into restaurants and bars after realizing another possible terror attack was underway in a country already reeling from a string of jihadist assaults that have killed more than 245 people in the last three years. “I was taking orders and I saw a young woman trying to get into the restaurant in panic,” Jonathan, a waiter at a Korean restaurant, told AFP. The woman was bleeding and a young man fended off the attacker who then ran away, he said. “The attacker entered a shopping street, I saw him with a knife in his hand,” he said. “He looked crazy.” Milan, 19, said he saw “several people in distress” including a woman with wounds to her neck and leg. “Firemen were giving her first aid. I heard two, three shots and a policeman told me that the man had been overpowered.” French President Emmanuel Macron tweeted: “France has once again paid the price in blood but will not give an inch to the enemies of freedom.” Authorities said a 29-year-old man was killed in the attack and that a terror investigation had been launched. The assailant had no identifying documents on him. The Islamic State group claimed responsibility, saying one of its “soldiers” had carried out the attack, according to the SITE monitoring group, but provided no corroborating proof to back their assertion. Two of those wounded, a 34-year-old man and a 54-year-old woman, were rushed to hospital in a serious condition but Interior Minister Gerard Collomb later told reporters all the injured would survive. “I have just seen the person who was most seriously injured, she is better, she is saved,” he said.French Prime Minister Edouard Philippe said police were on the scene “within five minutes” of the attack and that some nine minutes later the assailant was dead, he added. “The speed of the response obviously avoided a heavier toll,” he said. A police source told AFP one officer tried to restrain the attacker with a taser but when that failed a colleague shot the man dead. The attack took place on Rue Monsigny in the second arrondissement, an area that lies between the main opera house and the Louvre museum, two major tourist attractions. Shocked tourists and residents looked on from behind a security perimeter set up by the police. “I was on the cafe terrace, I heard three, four shots, it happened very fast,” said 47-year-old Gloria. “The bartenders told us to come inside very quickly. Then I went out to see what was going on, and then I saw a man on the ground,” she added. One witness, who gave her first name as Maxine, said panic spread as word got out that an attack was taking place. “We saw someone coming out of a building who said he saw the assailant slaughter someone, so people took refuge in the bar,” she said. France has suffered a series of major Islamist attacks including the massacre at the satirical newspaper Charlie Hebdo, the November 2015 attacks that killed 130 in Paris, and the 2016 Bastille Day truck attack in Nice that killed more than 80. There have also been a string of less deadly but frequent attacks by lone wolf jihadists wielding knives or guns. Most of the attacks have either been claimed by the Islamic State group or been carried out in their name. A state of emergency put in place just after the 2015 Paris attacks was lifted in October when Macron’s centrist government passed a new law boosting the powers of security forces. Thousands of French troops remain on the streets under an anti-terror operation known as Sentinelle, patrolling transport hubs, tourist hot spots and other sensitive sites."	Terrorism	Terrorism
Finland knife attacker says he was ‘in war against women’	"HELSINKI, April 17 — A Moroccan man told a court in Finland he was “in war against women” when he went on a rampage in the Finnish city of Turku last year, stabbing two women to death and wounding eight more people, local media reported. Abderrahman Bouanane, at the time a 22-year-old asylum seeker, spoke in district court today, where he is on trial on charges of murder and attempted murder “with terrorist intent”. Bouanane told the court that before the attacks last August, he had visited mosque and recorded a video in which he talked about US-led air strikes in Syria and the fight for Islamic State. When he started the attacks on the market square, he said, he couldn’t control himself. “I honestly felt like I was controlled remotely... The idea was to keep attacking as long as a head falls,” Bouanane said via an interpreter, according to the newspaper Helsingin Sanomat’s online edition. Two women were killed and six more women were injured. Two men were hurt when they tried to help the women. Police stopped the attacks by shooting Bouanane in the leg. A psychiatric assessment concluded that Bouanane was criminally responsible for the attacks. Police said he was a “lone wolf” who saw himself as a soldier for Islamic State. The militant group did not take responsibility for the attack. “My target was to hit women, not men... I was in war against women,” Bouanane said, according to Helsingin Sanomat. The hearing was broke off today when Bouanane suddenly declined to sit in his chair or stand, without giving a clear reason. Bouanane had been radicalised shortly before the attack, police investigation showed, and his application for asylum had just been rejected. The case marks the first terror-related attack in Finland. The prosecutor is seeking a life sentence, which in Finland means at least 12 years in prison. Bouanane has admitted the attacks, but his defence has denied terrorist intent, according to the definition in Finnish law."	Terrorism	Terrorism
